
============================== Problem Instance ===================================
nbVessels : 100
Release Date : 
1.4439933869646655 0.43313612644023247 0.7889024742865594 0.009584884722688036 1.301472851953461 0.2141029348721719 0.30299213533527536 1.2653243794659168 1.0917227258626803 0.23905971610076193 0.26175151242551675 1.1273214402453582 0.04895099454444196 0.33588641504392647 0.06531098582939632 1.3781279847341144 1.7797355894565754 1.0849314085991681 1.04761957287675 1.000793632226152 0.5100827833739727 1.6047839834639117 1.9348458469300711 0.1932309529713403 1.7438339964589535 1.5813803550884018 0.7884006018713201 1.8976736463985875 0.6435170588587722 1.6117938152321492 1.5805902788657782 1.292554119918737 0.25919148508164924 0.4516371158464143 0.8966152891797963 1.9929554162530236 0.10778987546825824 0.335083027387153 0.16482940395720558 1.0671201954373106 1.5449113168906485 0.17908822305878802 1.2878802862888452 1.4003284549580042 1.8729751347823984 1.1884823327949108 0.5805530489322268 1.423781755161979 0.1940972637436793 0.1461636358225482 1.5158438566764834 0.7749632219979887 0.6430038144360117 0.5027195473744221 0.9389913964045831 0.06726656128064734 0.8247498620974536 0.2723695255546179 0.1298994212747222 1.6205196524603005 1.0339650534908253 0.6972048843068717 1.377584895452346 1.7403527530672616 1.1467999535385105 0.6592792248691544 0.5759902279959337 1.9331921830870675 0.9537007529017505 0.9001805888958978 0.7587015297873361 0.3049866340622944 0.14059285776063635 1.2502947632060666 0.46081692133605134 1.3156030669377548 0.12800696651983912 1.2750474453946796 0.329413327562025 0.0471550451866567 1.5421348627323628 0.0129911219203791 1.499761613459965 0.19335723627226575 0.21875399461813072 1.8106801581243404 1.9126453752178685 1.0883253040022283 1.3304151845624201 0.6518563622716356 1.9688394132183609 0.2670704607967236 1.4792381126561376 0.8335449577632568 0.700008817090245 0.2862650123293815 0.4121154841380035 1.359239416296303 1.9809915956466486 1.8326837181552005 
nbZones : 23
Capacity : 
2 1 3 2 3 3 2 3 2 2 3 1 1 1 3 3 2 2 1 3 3 2 3 

Vessel : 0
  Activity : 1 | 3.4991466833110785 | 10.497440049933235 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
  Activity : 2 | 2.361605618329066 | 7.084816854987198 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
  Activity : 3 | 2.298529357254624 | 6.895588071763871 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
  Activity : 4 | 3.440694087900923 | 10.32208226370277 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
  Activity : 5 | 2.1543145597635447 | 6.462943679290634 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
  Activity : 6 | 4.733657740561874 | 14.200973221685622 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
  Activity : 7 | 4.292447009901931 | 12.877341029705793 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
  Activity : 8 | 4.274332089873461 | 12.822996269620383 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
  Activity : 9 | 2.7858551688210693 | 8.357565506463208 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
  Activity : 10 | 2.08976868903019 | 6.26930606709057 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
Vessel : 1
  Activity : 1 | 4.10988497511066 | 12.32965492533198 | 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
  Activity : 2 | 3.8918168612025874 | 11.675450583607763 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
  Activity : 3 | 3.833829697302252 | 11.501489091906755 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
  Activity : 4 | 3.1323212159824916 | 9.396963647947475 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
  Activity : 5 | 3.521576598809897 | 10.56472979642969 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
  Activity : 6 | 4.6235154839072035 | 13.87054645172161 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
  Activity : 7 | 4.814026925817644 | 14.442080777452933 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
  Activity : 8 | 4.344345276489099 | 13.033035829467297 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
  Activity : 9 | 3.579395230772808 | 10.738185692318424 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
